course_id,subject,order_index
797,Essential forensic engineering methods and techniques,2
797,"How to apply the TU Delft Forensic Engineering mind-set in the fields of Building Engineering, Aeronautical Engineering and Biomechanical Engineering",3
797,Ways to develop a positive attitude and the right mind-set to learn from failures,4
800,Apply techniques to gather and wrangle data from multiple sources.,1
800,"Analyze data to identify patterns, trends, and insights through exploratory techniques.",2
800,Create visual representations of data using Python libraries to communicate findings effectively.,3
800,Construct interactive dashboards with BI tools to present and explore data dynamically.,4
801,Learn Software Engineering,1
801,Learn Blockchain,2
801,Learn Computer Programming,3
801,Learn Architecture,4
801,Learn Project Management,5
801,Learn Business Administration,6
801,Become a Cybersecurity Analyst,7
801,Become a Data Scientist,8
801,Become a Social Media Manager,9
801,Become a Software Developer,10
801,Become a Software Engineer,11
801,Bachelor's in Business,12
801,Bachelor's in Computer Science / Data Science,13
801,Bachelor's in Health and Nursing,14
801,Bachelor's in Accounting,15
802,Learn Software Engineering,1
802,Learn Blockchain,2
802,Learn Computer Programming,3
802,Learn Architecture,4
802,Learn Project Management,5
802,Learn Business Administration,6
802,Become a Cybersecurity Analyst,7
802,Become a Data Scientist,8
802,Become a Social Media Manager,9
802,Become a Software Developer,10
802,Become a Software Engineer,11
802,Bachelor's in Business,12
802,Bachelor's in Computer Science / Data Science,13
802,Bachelor's in Health and Nursing,14
802,Bachelor's in Accounting,15
803,Finite automata and regular expressions,1
803,Context-free grammars,2
803,Turing machines and decidability,3
803,"The theory of intractability, or NP-complete problems",4
804,How countries translate natural resource wealth into sustainable development outcomes,1
804,How governance of extractive industries impact long term economic development,2
804,The policies necessary for the sustainable management of natural resource wealth,3
804,"Why communication between government, industry, and citizensis critical to sustainable natural resource management",4
806,Analyze and model situations of divergence and conflict,1
806,Adopt a critical posture regarding oneself and others’ conflict styles,2
806,Get acquainted with various conflict management strategies,3
807,CS50's Introduction to Computer ScienceHarvardX,1
807,Course,2
807,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
807,Executive Education,4
807,Supply Chain DesignMITx,5
807,Course,6
807,Data Structures & Algorithms IVGTx,7
807,Course,8
807,Exercising Leadership: Foundational PrinciplesHarvardX,9
807,Course,10
807,logycaX: Logistics Fundamentals,11
807,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,12
807,Show off your hard work and dedicationYou’re learning fromlogycaX! That’s a big deal. Let others know about your achievements.,13
807,Unlimited Access,14
807,World class institutions,15
807,Graded assessments,16
807,Earn a certificate,17
807,Access Expires Jun 24,18
807,Learn Software Engineering,19
807,Learn Blockchain,20
808,"Describe and differntiate between Extract, Transform, Load (ETL) and Extract, Load, Transform (ELT) processes",1
808,"Define data pipeline components, processes, tools and technologies",2
808,Create ETL processes using Bash shell scripts,3
808,Develop batch data pipelines using Apache Airflow,4
808,Create streaming data pipelines using Apache Kafka,5
813,Learn Software Engineering,1
813,Learn Blockchain,2
813,Learn Computer Programming,3
813,Learn Architecture,4
813,Learn Project Management,5
813,Learn Business Administration,6
813,Become a Cybersecurity Analyst,7
813,Become a Data Scientist,8
813,Become a Social Media Manager,9
813,Become a Software Developer,10
813,Become a Software Engineer,11
813,Bachelor's in Business,12
813,Bachelor's in Computer Science / Data Science,13
813,Bachelor's in Health and Nursing,14
813,Bachelor's in Accounting,15
824,Learn Software Engineering,1
824,Learn Blockchain,2
824,Learn Computer Programming,3
824,Learn Architecture,4
824,Learn Project Management,5
824,Learn Business Administration,6
824,Become a Cybersecurity Analyst,7
824,Become a Data Scientist,8
824,Become a Social Media Manager,9
824,Become a Software Developer,10
824,Become a Software Engineer,11
824,Bachelor's in Business,12
824,Bachelor's in Computer Science / Data Science,13
824,Bachelor's in Health and Nursing,14
824,Bachelor's in Accounting,15
825,Understand the links between nature and politics,1
825,Learn the significance of universal organisations vs local power structures,2
825,Explore how a complex equilibrium that aims at a sustainable future for humanity might be achieved,3
826,What exactly navigation is and how it works,1
826,"The importance of position, direction, and speed",2
826,The many navigational tools of the 18th century,3
826,How the motion of the sun and stars aids navigation,4
826,Why longitude is so difficult to determine,5
826,The historical context of navigation’s technical advances,6
826,The role of chronometers and lunar distance,7
826,The story of John Harrison and The Longitude Prize,8
830,Algebra and arithmetic,1
830,Basic vocabulary for sets of real numbers,2
830,Basic concepts of functions,3
830,Understanding and graphing polynomials,4
830,Mathematical problem solving,5
833,"How the field has developed and shifted over time, and how recent developments like advanced technology impact farming.",1
833,"What is food security? How do poverty, inequality and other factors affect the nutrition of not just individuals, but entire countries?",2
833,"All about regulations influencing production, trade and other aspects of agriculture.",3
833,"Examples from industries ranging from rice to livestock, and the experiences of smallholder farmers.",4
838,CS50's Introduction to Computer ScienceHarvardX,1
838,Course,2
838,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
838,Executive Education,4
838,Supply Chain DesignMITx,5
838,Course,6
838,Data Structures & Algorithms IVGTx,7
838,Course,8
838,Exercising Leadership: Foundational PrinciplesHarvardX,9
838,Course,10
838,Affordable & flexible,11
838,Undergraduate-level,12
838,Career advancement,13
838,In-demand career skills,14
838,Life-long learning,15
838,Learn Software Engineering,16
838,Learn Blockchain,17
838,Learn Computer Programming,18
838,Learn Architecture,19
838,Learn Project Management,20
839,Determine the most appropriate negotiation strategy to employ in different scenarios.,1
839,Identify the most appropriate anchoring topics and concessions to achieve a desired outcome in a negotiation.,2
839,Choose appropriate methods for creating win-win value by integration.,3
839,Apply the principles of strategic negotiation to an upcoming negotiation.,4
841,The principles behind the potential loss mechanisms in photovoltaic devices,1
841,The semiconductor physics necessary to understand solar cell performance and engineering,2
841,The optics and light management tools necessary for optimal solar cell design,3
841,"To model all aspects of a working solar cell, understanding the efficiency limits and design rules",4
842,CS50's Introduction to Computer ScienceHarvardX,1
842,Course,2
842,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
842,Executive Education,4
842,Supply Chain DesignMITx,5
842,Course,6
842,Data Structures & Algorithms IVGTx,7
842,Course,8
842,Exercising Leadership: Foundational PrinciplesHarvardX,9
842,Course,10
842,Learn Software Engineering,11
842,Learn Blockchain,12
842,Learn Computer Programming,13
842,Learn Architecture,14
842,Learn Project Management,15
842,Learn Business Administration,16
842,Become a Cybersecurity Analyst,17
842,Become a Data Scientist,18
842,Become a Social Media Manager,19
842,Become a Software Developer,20
843,"Learn how to define healthy levels of blood pressure, cholesterol and blood sugar levels",1
843,Learn how to examine the pathophysiology of metabolic risks and their effects on coronary artery disease,2
843,"Learn how to determine the presence of hypertension, lipid disorders, and diabetes in an individual.",3
844,How to select the correct fabrication process for a specific micro-device or microsystem,1
844,Establish the workflow for the cleanroom processes,2
844,Identify how physical and chemical phenomena govern miniaturized systems for various applications,3
844,Resource planning for a given microsystem fabrication,4
845,CS50's Introduction to Computer ScienceHarvardX,1
845,Course,2
845,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
845,Executive Education,4
845,Supply Chain DesignMITx,5
845,Course,6
845,Data Structures & Algorithms IVGTx,7
845,Course,8
845,Exercising Leadership: Foundational PrinciplesHarvardX,9
845,Course,10
845,UCR: Human Resources: Acquiring and Managing Talent in the 21st Century,11
845,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,12
845,Show off your hard work and dedicationYou’re learning fromUCR! That’s a big deal. Let others know about your achievements.,13
845,Unlimited Access,14
845,World class institutions,15
845,Graded assessments,16
845,Earn a certificate,17
845,Access Expires Jul 15,18
845,Learn Software Engineering,19
845,Learn Blockchain,20
846,Conceptualize how lifestyle behaviors resulted in chronic disease in the US,1
846,Chronic disease epidemic affects our economic health as a nation.,2
846,What is Lifestyle Medicine and its differences from traditional Western medicine.,3
846,"Tools to develop a personal, healthy lifestyle",4
846,Lifestyle factors contribution to leading health killers in the US,5
846,"Health relationships between food production, politics, economics and the environment",6
846,Commit to improvement in personal health choices,7
847,"Specialised knowledge of histories, forms, and traditions of writing for digital performance as well as the cultural contexts of innovative practitioners and practices within digital performance; of contemporary critical, analytical, and narrative theories of digital media and performance;",1
847,"detailed understanding of key performance components within the discipline, to include: ideational sources, body, space, image, sound, text, movement, environment.",2
847,dramaturgical and script-editing skills within digital and radio scripts,3
847,"developed advanced self-management skills to include working in planned and improvisatory ways, as well as the ability to anticipate and accommodate change, ambiguity, creative risk-taking, uncertainty and unfamiliarity;",4
847,how to create effective structure within a scene; how to edit your script; how to create effective characters within online narratives.,5
848,CS50's Introduction to Computer ScienceHarvardX,1
848,Course,2
848,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
848,Executive Education,4
848,Supply Chain DesignMITx,5
848,Course,6
848,Data Structures & Algorithms IVGTx,7
848,Course,8
848,Exercising Leadership: Foundational PrinciplesHarvardX,9
848,Course,10
848,ETHx: Worldviews - From Sustainability to Regeneration,11
848,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,12
848,Show off your hard work and dedicationYou’re learning fromETHx! That’s a big deal. Let others know about your achievements.,13
848,"be curious to expand from your own expertise and life situation and open for new thinking, philosophical discourse, designerly practice, and real-world infusion.",14
848,"come with interest and motivation to find your role in contributing to a more sustainable and regenerative world, in various ways.",15
848,"be willing to enact within the region you live in, physically, and actively connect with various stakeholders.",16
848,"be open to challenge yourself: mentally, physically, socially.",17
848,Unlimited Access,18
848,World class institutions,19
848,Graded assessments,20
849,Learn how to use Influencer marketing and create the best strategy to approach your customer.,1
849,Understand the importance of your brand in the digital ecosystem.,2
849,Learn about the SEO Fundamentals.,3
849,Analyze data curated from your social media strategies.,4
849,Learn about UI/UX point of view.,5
850,Identify concepts in sport analytics.,1
850,Understand the benefits and objectives of sport analytics.,2
850,Discuss the impact of analytics on sport.,3
850,Demonstrate insight on the strategies and concepts of sport analytics.,4
853,CS50's Introduction to Computer ScienceHarvardX,1
853,Course,2
853,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
853,Executive Education,4
853,Supply Chain DesignMITx,5
853,Course,6
853,Data Structures & Algorithms IVGTx,7
853,Course,8
853,Exercising Leadership: Foundational PrinciplesHarvardX,9
853,Course,10
853,EdinburghX: Breeding Programme Modelling with AlphaSimR,11
853,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,12
853,Show off your hard work and dedicationYou’re learning fromEdinburghX! That’s a big deal. Let others know about your achievements.,13
853,Unlimited Access,14
853,World class institutions,15
853,Graded assessments,16
853,Earn a certificate,17
853,Access Expires Jun 24,18
853,Learn Software Engineering,19
853,Learn Blockchain,20
854,How and why microbiome data are collected,1
854,How to extract species and function counts from sequencing data,2
854,"The definitions of richness, evenness and diversity",3
854,How to compare diversity and microbial composition across conditions,4
854,How to compute and interpret taxon and function associations,5
855,Reducing global greenhouse gas emissions,1
855,Decarbonizing the economy,2
855,Emissions reduction in Russia and Australia,3
855,Actions for communities and individuals,4
856,"Identify the causes, signs and symptoms of common cardiac diseases",1
856,Understand the psychosocial needs of patients and caregivers,2
856,Interpret the results of medical examinations for cardiac diseases,3
856,Differentiate the roles of different healthcare professionals,4
856,Integrate the knowledge learnt from different disciplines in the management for patients with,5
856,cardiac diseases,6
856,识别常见心脏病的病因、体征和症状,7
856,了解患者和护理人员的心理社会需求,8
856,解析心脏病的体检结果,9
856,区分不同医疗保健专业人员的角色,10
856,将不同学科的知识整合到心脏病患者的管理中,11
857,Vocabulary for social communication and doctor-patient interaction.,1
857,Spanish language structures embedded in exercises to develop language skills.,2
857,Reading and writing to reinforce the topics and level of this course.,3
857,Latin American Mexican culture related to the medical field.,4
858,Explain the six exclusive rights of copyright law.,1
858,Describe the concept of Fair Use and know when it applies and when it doesn't.,2
858,Describe the various aspects involved in a copyright lawsuit.,3
858,Differentiate between the composition copyright and the sound recording copyright.,4
860,CS50's Introduction to Computer ScienceHarvardX,1
860,Course,2
860,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
860,Executive Education,4
860,Supply Chain DesignMITx,5
860,Course,6
860,Data Structures & Algorithms IVGTx,7
860,Course,8
860,Exercising Leadership: Foundational PrinciplesHarvardX,9
860,Course,10
860,Learn Software Engineering,11
860,Learn Blockchain,12
860,Learn Computer Programming,13
860,Learn Architecture,14
860,Learn Project Management,15
860,Learn Business Administration,16
860,Become a Cybersecurity Analyst,17
860,Become a Data Scientist,18
860,Become a Social Media Manager,19
860,Become a Software Developer,20
865,Learn the definition of a disaster and the importance of conducting hazard vulnerability analyses.,1
865,Learn about disaster epidemiology and the benefits of disaster preparation.,2
865,Learn about the importance of the Hazard Vulnerability Analysis and discover the influence of a long-term crisis on disaster preparation.,3
865,Learn about the Incident Command System and the role of a crisis response team in disaster management.,4
865,Learn how communication affects a crisis and the role of the crisis response team.,5
870,Recognise what autism is and identify first signs and behaviours of concern,1
870,Understand the process of obtaining a diagnosis of autism for a child,2
870,Learn about the carer journey and strategies to avoid carer burnout,3
870,Understand strengths-based approaches to autism and neurodiversity,4
870,Learn how to advocate for children’s needs in regards to intervention and funding,5
870,Develop knowledge and awareness about planning and preparation for school,6
871,Learn where theseelectromagnetic interferences (EMI)come from.,1
871,Fundamental knowledgeon how to keep them under control.,2
871,Techniques such as theanalysis in time and frequency domain.,3
871,Noise travels in two modes:differential and common. Knowing in which mode the noise occurs opens doors to suppression(EMI filtering).,4
871,"Not only radiating fields matter, butelectrostatic discharge (ESD)as well. How large are the voltages after walking on a carpet? How stressful are the discharges to my computer?",5
871,"And much more! (e.g., EMI receiver, lumped-element models, most important EMC standards)",6
872,"Describe the architecture, features, and benefits of data warehouses, data marts, and data lakes and identify popular data warehouse system vendors.",1
872,"Design and populate a data warehouse, and model and query data using SQL to build CUBEs, ROLLUPs, and Materialized Views.",2
872,Analyze warehouse data using popular Business Intelligence (BI) tools such as Cognos Analytics to create reports and dashboards.,3
872,"Demonstrate loading data into a data warehouse, writing aggregation queries, creating materialized query tables, and building an analytics dashboard.",4
875,Review of Fixed Income Concepts,1
875,Passive Fixed Income Portfolio Management,2
875,Active Fixed Income Portfolio Management,3
876,The ability to frame leadership duties with an entrepreneurial perspective,1
876,Behaviors to enact an entrepreneurial leadership mindset,2
876,"Key ways to motivate, mobilize, and enlist others as a creator of positive results",3
878,Recognize the common motivations for acquisitions and the reasons many are unsuccessful.,1
878,Identify the methods of structuring a business acquisition.,2
878,Evaluate the intrinsic and relative valuation methods for target companies.,3
879,Develop the skills for identifying and analyzing entrepreneurial ideas;,1
879,"Foster thinking entrepreneurially with an awareness of entrepreneurial mindset, entrepreneurial motivation, and entrepreneurial behavior;",2
879,"Cultivate seeing entrepreneurially with attention to industry conditions, industry status, macroeconomic change, and competition; and",3
879,Champion acting entrepreneurially with an understanding of value innovation and opportunity identification.,4
883,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,1
883,Show off your hard work and dedicationYou’re learning fromStanfordOnline! That’s a big deal. Let others know about your achievements.,2
884,"Incluirás en tu vocabulario conceptos fundamentales del marketing digital así como las últimas tendencias, modelos de negocio y herramientas clave",1
884,Diseñarás y evaluarás estrategias de marketing digital y social media acordes a los objetivos de tu negocio,2
884,Escogerás las mejores redes sociales dependiendo de la actividad de tu negocio y las necesidades de tus clientes,3
884,"Aprenderás a crear contenido de valor para tus clientes, con el objetivo de fomentar relaciones duraderas con ellos",4
884,Crearás una campaña de email marketing a través de la herramienta Mail Chimp para aumentar los ratios de conversión,5
884,Conocerás las principales técnicas de posicionamiento SEO para que tu sitio web pueda alcanzar los primeros puestos en el buscador,6
884,Crearás campañas de publicidad en la red de búsqueda de Display y de Google utilizando Google Ads y Analytics,7
885,"Recognise the key experiential milestones of the research journey and reflect on how they interconnect to shape meaningful, evidence-based research",1
885,"Demonstrate an understanding of the steps involved in the research process, fromidentifying a question and reviewing the literature to designing the study and presenting data",2
885,Evaluate the challenges of the research process in contributing to evidence-based practice,3
885,Apply insights from the course to embark confidently on a research project and make informed decisions about pursuing an academic research path,4
889,"How to add JavaScript code in your Web site/Web app, and how to debug it",1
889,How to make interactive Web sites through the DOM API,2
889,How to change the CSS styles of HTML5 elements from JavaScript,3
889,How to deal with HTML5 forms,4
889,How to make basic graphics and animations using the HTML5 canvas,5
891,"Review communications skillsThough many students learn communications skills early in their academic career, they may have not practiced, or may have forgotten, many useful communications tactics. Additionally, by the time these students begin to develop expertise in specific disciplines and begin working in certain industries, the communication needs become specialized and more challenging.",1
891,"Though many students learn communications skills early in their academic career, they may have not practiced, or may have forgotten, many useful communications tactics. Additionally, by the time these students begin to develop expertise in specific disciplines and begin working in certain industries, the communication needs become specialized and more challenging.",2
891,"Help experts assess the value of communication and gain confidence in their abilitiesSome people don't want to communicate. They don't feel it is their job. They want to focus on their own technical areas of expertise. Perhaps they fear it a little because it is not their ""area"" or they simply dismiss it as unimportant. Either way, such beliefs ultimately become constraints on their own success and run counter to the expectations of others who oversee their work.",3
891,"Some people don't want to communicate. They don't feel it is their job. They want to focus on their own technical areas of expertise. Perhaps they fear it a little because it is not their ""area"" or they simply dismiss it as unimportant. Either way, such beliefs ultimately become constraints on their own success and run counter to the expectations of others who oversee their work.",4
891,"Help professionals bridge the communication gapMany people often underestimate how hard it is to effectively communicate and think they do a better job than they actually do. After all, their content makes sense to them, and if someone else doesn't understand, it must be their fault.",5
891,"Many people often underestimate how hard it is to effectively communicate and think they do a better job than they actually do. After all, their content makes sense to them, and if someone else doesn't understand, it must be their fault.",6
892,A range of conversational Noongar words and phrases,1
892,How to incorporate and use Noongar words within basic conversational sentences,2
892,Appreciation and respect for Noongar spiritual and cultural beliefs,3
892,The importance ofboodja(country) to Noongar people and protocols for respectingboodja,4
892,"Key events in recent Noongar history and ways to recognise the impacts of colonisation on Noongar culture,waangkaniny(language), society, and people",5
892,"How contemporary expressions of Noongar culture through art, music and dance can help Noongar people strengthen their cultural identity",6
892,Examples of the vast cultural knowledge onboodjathrough bush medicines and bush foods,7
893,Get to know some wonderful music,1
893,Identify genres and subgenres of 18th-century opera and oratorio,2
893,Understand text-music relationships in the Baroque period,3
893,Distinguish basic aspects of musical texture and musical form,4
893,Appreciate cultural context and performance circumstances of Handel's Messiah,5
895,Explain why metacognition is important to becoming a better learner.,1
895,Describe what forgetting is.,2
895,Explain what spaced (distributed) learning means.,3
895,Explain what retrieval practice means.,4
895,Explain how elaboration is effective for long-term learning.,5
895,Explain how divided attention negatively impacts reading and learning.,6
895,Contrast the advantages and disadvantages of popular study strategies.,7
895,Explain why reducing academic procrastination can promote effective learning.,8
897,What research ethics is,1
897,Why ethics is necessary in research,2
897,What are the main ethical issues in research,3
897,How researchers can actively engage with ethics when undertaking research,4
897,Which ethical considerations must be made in research involving human subjects,5
897,What ethical codes and guidelines researchers must follow and the ethical principles that shaped them,6
897,How to assess risks and benefits of research,7
897,What the role of a Research Ethics Committee is,8
897,What are the criteria for a valid informed consent,9
897,How to do research with vulnerable individuals and populations,10
897,How to protect participants’ privacy and confidentiality,11
897,How to identify ethical misconduct in research and understand how to avoid it,12
897,How to critically think of research and apply ethical reasoning,13
899,CS50's Introduction to Computer ScienceHarvardX,1
899,Course,2
899,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
899,Executive Education,4
899,Supply Chain DesignMITx,5
899,Course,6
899,Data Structures & Algorithms IVGTx,7
899,Course,8
899,Exercising Leadership: Foundational PrinciplesHarvardX,9
899,Course,10
899,IBM: Django Application Development with SQL and Databases,11
899,Introduction to Databases and Database Management Systems,12
899,Relational Databases,13
899,Relational Data Concepts,14
899,Hands-on Lab: Entity-Relationship Data Modeling,15
899,SELECT Statement,16
899,Hands-on Lab: Simple SELECT Statements,17
899,"COUNT, DISTINCT, LIMIT",18
899,INSERT Statement,19
899,UPDATE and DELETE Statements,20
900,Recognize key concepts for the projection of public debt.,1
900,Use simple calculations to project public debt.,2
900,Identify the key contributors to changes in the public debt-to-GDP ratio.,3
900,Compute fiscal paths that would allow to achieve a user-defined public debt target.,4
900,"Produce projections of the debt ratio under alternative scenarios, including fan charts.",5
916,"The power of the fitness landscape, dynamic capabilities, and strategic foresight for transforming your organization",1
916,Characteristics of digital organizations,2
916,The imperative to transform digitally,3
916,"Who is the digital transformation manager in terms of knowledge, skills, and abilities?",4
916,Compelling cases for transformation,5
916,"Fundamentals of transformation (culture, people, technology)",6
916,Preparing the organization for digital transformation,7
917,Define and explain concepts of political science,1
917,"Link concepts with their authors and, more broadly, with the concrete phenomena they refer to",2
917,Understand how to analyze political events,3
918,Dutch Urbanism basics;,1
918,How to draw simple maps of your own living environment and perform basic urban analyses of them;,2
918,How to apply your findings in small design activities;,3
918,Where to find additional literature that will deepen your knowledge and bring you up to date on the latest research findings in urban planning.,4
919,Understand the fundamental biological principles of tissue integration,1
919,Understand the evolution of Implant technology and the clinical implications,2
919,"Identify the key stages of patient examination, communication and risk assessment and prior to implant therapy",3
919,Practice decision making as directed by the principles of comprehensive treatment planning in Implant Therapy,4
919,"Understand the main procedures, techniques, potential and limitations of modern implant surgery",5
919,"Understand the current techniques, procedures and decision making in implant prosthodontics.",6
919,Identify and understand major threats and complications of implant therapy both in the short and long term,7
919,Devise maintenance strategies to ensure successful and long serving treatments with dental implants,8
920,"Exploration of a foundational Sikh text, the Japji, which was composed by Guru Nanakand is recited by Sikhs as part of their morning prayers",1
920,"The place of Guru Granth Sahib, the Sikh scripture, in Sikh life",2
920,Interpretative skills to engage in a nuanced reading of Guru Granth Sahib,3
920,"Gurmat Sangit, the Sikh musical tradition, as represented in the Sikh scripture and itscultural context",4
920,"The aesthetics of Sikhi, including literature, art, and music",5
920,The political dimensions of Sikh scripture and its impact on the evolution of Sikhs as aPanth or community,6
922,Review a library of discrete and continuous probability distributions,1
922,"Recognize the normal distribution and the Central Limit Theorem, and how they are applied in practice",2
922,Recognize elementary methods of descriptive statistics,3
922,Describe methods that can be used to estimate the unknown parameters of a distribution,4
922,Identify statistical sampling distributions,5
923,Effective and powerful vocabulary,1
923,Persuasive writing,2
923,How to use evidence instead of emotion in persuasive arguments,3
923,Where and how to publish your work,4
924,Recognize the principles of circularity and their application to the built environment,1
924,Identify the scales of the built environment from materials and products to cities and regions,2
924,Identify the life-cycle phases of building products and how they can be circular,3
924,"Discuss design principles in building of products and key aspects such as stakeholders, incentives, time-frames, business models",4
924,Discuss the circular design and development approach for buildings and recognize the impact of a building on society and the environment during its life-cycle,5
924,Recognize the flows at different city scales and how they differ depending on the actors and the local context,6
924,"Reflect on the complexity and variety of possible circular solutions in terms of energy, water and waste management",7
924,Analyze and map the different stages and value webs of building materials at the regional level,8
924,Reflect on possible environmental impacts of the different building life-cycle stages and activities along the value web,9
924,Explore the potential of intervening to steer the value web towards more circularity,10
926,Introduction to Content Marketing,1
926,Digital Marketing Ecosystem & Content Marketing,2
926,The role of Customer Segmentation & Persona,3
926,Content Marketing Tools,4
926,Content Marketing Channels,5
926,Skills for Effective Content Marketing Strategy,6
926,Content Creation Framework,7
926,Resources and Tools for effective Content Marketing,8
926,Effective Content Promotion &Success Measurement,9
927,CS50's Introduction to Computer ScienceHarvardX,1
927,Course,2
927,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
927,Executive Education,4
927,Supply Chain DesignMITx,5
927,Course,6
927,Data Structures & Algorithms IVGTx,7
927,Course,8
927,Exercising Leadership: Foundational PrinciplesHarvardX,9
927,Course,10
927,Learn Software Engineering,11
927,Learn Blockchain,12
927,Learn Computer Programming,13
927,Learn Architecture,14
927,Learn Project Management,15
927,Learn Business Administration,16
927,Become a Cybersecurity Analyst,17
927,Become a Data Scientist,18
927,Become a Social Media Manager,19
927,Become a Software Developer,20
930,"Describe the system of national accounts framework, understand the sequence of accounts and their interrelationships, and identify the key macroeconomic indicators",1
930,"Explain key national accounts concepts, accounting rules, and methods.",2
930,"Define the components of gross domestic product (GDP) from the production approach. Apply the concepts, accounting rules, methods, and data sources necessary to estimate GDP from the production approach.",3
930,"Define the components of GDP from the expenditure approach. Apply the concepts, accounting rules, methods, and data sources necessary to estimate GDP from the expenditure approach.",4
930,"Define the components of GDP from the income approach. Apply the concepts, accounting rules, methods and data sources necessary to estimate GDP from the income approach.",5
930,Define and explain how to compile volume estimates of GDP from both the production and expenditure perspective.,6
938,"NewExecutive EducationExpert-led, fully supported courses that build career-critical skills",1
938,NewMaster's DegreesOnline degree programs from top universities,2
938,NewBachelor's DegreesBegin or complete a degree; fully online,3
940,Reconnaître les différents types de coûts pouvant être engendrés par un conflit,1
940,Identifier les différents objectifs pouvant être visés par l'implantation d'une stratégie de gestion de conflit,2
940,"Choisir la stratégie de gestion de conflit la plus appropriée, en fonction du contexte",3
940,Reconnaître les principales composantes de l'architecture de base d'un conflit,4
940,Distinguer les deux composantes clés d'un conflit,5
940,Distinguer les sources traitables d'un conflit des sources non traitables,6
940,Discerner les différents types d'inflation possibles d'un conflit,7
940,Distinguer les types d'intérêts pouvant être à la source d'un conflit,8
940,Déterminer les stratégies appropriées pour désamorcer les sources d'un conflit,9
940,Déterminer les stratégies appropriées pour désamorcer les facteurs d'évitement et d'escalade d'un conflit,10
940,Cerner le rôle du médiateur en contexte de gestion d'un conflit,11
940,Énumérer les éléments à mettre en place pour assurer le succès d'un processus de médiation,12
940,Choisir les options les plus appropriées pour mener à bien le processus de médiation,13
940,Reconnaître les stratégies appropriées pour dénouer les impasses d'une médiation,14
940,Reconnaître les principaux types de personnalités difficiles,15
942,"Specialised knowledge of histories, forms, and traditions of writing for performance as well as the cultural contexts of innovative practitioners and practices within performance; of contemporary critical, analytical, and narrative theories of performance;",1
942,advanced awareness of the relevant market and distribution demands of entertainment industries;,2
942,"enhanced understanding of the applications of performance in educational, community, and social contexts;",3
942,dramaturgical and script-editing skills within playwriting;,4
942,"developed advanced self-management skills to include working in planned and improvisatory ways, as well as the ability to anticipate and accommodate change, ambiguity, creative risk-taking, uncertainty and unfamiliarity;",5
945,The fundamental principles of living organisms,1
945,Why cells are considered the units of life,2
945,How information flows from our genes to produce proteins,3
945,Why viruses are not alive,4
945,How viruses infect our bodies,5
945,The way viruses have changed the course of history,6
945,To better understand the process of scientific investigation,7
945,To develop critical thinking skills and apply them to problem solving,8
947,"The history of space exploration and its cultural, political, and scientific impact",1
947,"Fundamentals of aerospace engineering, including how to move in space and how rockets work",2
947,The key aspects of space systems and the space environment,3
947,Current trends and future projects in space exploration,4
948,Distinguer les logiques d’action du gestionnaire,1
948,Identifier les étapes du processus administratif,2
948,Expliquer les différents rôles de gestion,3
948,Décrire les différentes habiletés de management,4
948,"Distinguer les logiques traditionnelle, formelle et charismatique du management",5
948,"Identifier les éléments des organisations traditionnelle, formelle et charismatique",6
948,Expliquer les dimensions du management traditionnel et formel,7
948,Distinguer les différentes composantes de la planification,8
948,Reconnaître les éléments caractérisant la planification selon les différentes logiques managériales,9
948,Nommer les différents éléments composant le design organisationnel,10
948,Expliquer la cohérence inhérente au design organisationnel,11
948,Identifier les différentes configurations structurelles possibles,12
948,"Identifier les différences entre l’autorité, le leadership et la sagesse",13
948,Reconnaître les formes de direction associées aux différentes logiques managériales,14
948,Décrire les différentes formes de contrôle,15
949,Review the key interpersonal skills necessary to effectively manage projects,1
949,Define who are the stakeholders and how we interact with them in predictive environment vs. adaptive environment,2
949,Apply techniques used to effectively handle conflicts and inform stakeholders in the context of risk management,3
949,Analyze the factors of resource planning and project team management,4
949,Recognize the key techniques to work with vendors as a part of the procurement process,5
949,Discover the key elements that make for a strong communications plan,6
951,Deciphering a matrix using the Singular Value Decomposition,1
951,Quantifying and qualifying numerical error,2
951,Solving linear systems and linear least-squares problems,3
951,Computing and employing eigenvalues and eigenvectors,4
954,Pronounce sounds clearly and use rhythm appropriately and persuasively,1
954,Identify the purpose of an oral presentation to meet the audience’s needs,2
954,Organize an oral presentation to suit the audience and purpose,3
954,Deliver an informative and a persuasive presentation to discuss a topic relevant to a business context in Asia,4
954,"Develop an understanding of cross-cultural issues, style, and genre for business communication purposes",5
